 Monthly_Income , Total_outstanding_loans ,Defaulter
" $11,774.00 "," $62,495.00 ",NO
" $11,777.00 "," $457,054.00 ",NO
" $11,781.00 "," $80,464.00 ",NO
" $11,785.00 "," $466,551.00 ",NO
" $11,785.00 "," $241,340.00 ",NO
" $11,787.00 "," $97,626.00 ",NO
" $11,789.00 "," $182,929.00 ",NO
" $11,789.00 "," $14,924.00 ",NO
" $11,789.00 "," $174,893.00 ",NO
" $11,798.00 "," $333,742.00 ",NO
" $11,810.00 "," $127,696.00 ",NO
" $11,810.00 "," $318,822.00 ",NO
" $11,818.00 "," $338,159.00 ",NO
" $11,822.00 "," $300,134.00 ",NO
" $11,826.00 "," $452,111.00 ",NO
" $11,833.00 "," $53,811.00 ",NO
" $11,835.00 "," $62,182.00 ",NO
" $11,837.00 "," $465,113.00 ",NO
" $11,838.00 "," $187,763.00 ",NO
" $11,841.00 "," $428,126.00 ",NO
" $11,844.00 "," $374,398.00 ",NO
" $11,848.00 "," $259,151.00 ",NO
" $11,851.00 "," $374,791.00 ",NO
" $11,853.00 "," $144,812.00 ",NO
" $11,854.00 "," $408,596.00 ",NO
" $11,856.00 "," $436,168.00 ",NO
" $11,856.00 "," $471,645.00 ",NO
" $11,860.00 "," $438,999.00 ",NO
" $11,860.00 "," $370,099.00 ",NO
" $11,862.00 "," $190,858.00 ",NO
" $11,872.00 "," $85,115.00 ",NO
" $11,875.00 "," $279,349.00 ",NO
" $11,875.00 "," $408,301.00 ",NO
" $11,877.00 "," $467,272.00 ",NO
" $11,877.00 "," $347,886.00 ",NO
" $11,878.00 "," $417,259.00 ",NO
" $11,878.00 "," $193,564.00 ",NO
" $11,878.00 "," $73,098.00 ",NO
" $11,883.00 "," $176,822.00 ",NO
" $11,885.00 "," $451,323.00 ",NO
" $11,887.00 "," $315,104.00 ",NO
" $11,888.00 "," $226,456.00 ",NO
" $11,890.00 "," $231,696.00 ",NO
" $11,894.00 "," $101,456.00 ",NO
" $11,895.00 "," $86,196.00 ",NO
" $11,897.00 "," $393,275.00 ",NO
" $11,897.00 "," $308,162.00 ",NO
" $11,898.00 "," $356,180.00 ",NO
" $11,898.00 "," $346,112.00 ",NO
" $11,899.00 "," $190,133.00 ",NO
" $11,900.00 "," $333,395.00 ",NO
" $11,904.00 "," $50,443.00 ",NO
" $11,920.00 "," $418,487.00 ",NO
" $11,921.00 "," $400,865.00 ",NO
" $11,931.00 "," $366,416.00 ",NO
" $11,932.00 "," $257,538.00 ",NO
" $11,936.00 "," $241,241.00 ",NO
" $11,945.00 "," $171,451.00 ",NO
" $11,948.00 "," $184,330.00 ",NO
" $11,948.00 "," $14,595.00 ",NO
" $11,949.00 "," $376,951.00 ",NO
" $11,950.00 "," $186,792.00 ",NO
" $11,950.00 "," $175,900.00 ",NO
" $11,951.00 "," $173,167.00 ",NO
" $11,959.00 "," $449,441.00 ",NO
" $11,963.00 "," $245,543.00 ",NO
" $11,964.00 "," $20,348.00 ",NO
" $11,967.00 "," $436,985.00 ",NO
" $11,969.00 "," $298,871.00 ",NO
" $11,969.00 "," $354,332.00 ",NO
" $11,976.00 "," $355,565.00 ",NO
" $11,977.00 "," $82,467.00 ",NO
" $11,978.00 "," $177,948.00 ",NO
" $11,981.00 "," $16,103.00 ",NO
" $11,993.00 "," $213,714.00 ",NO
" $11,997.00 "," $257,347.00 ",NO
" $12,001.00 "," $326,232.00 ",NO
" $12,001.00 "," $487,517.00 ",NO
" $12,005.00 "," $293,011.00 ",NO
" $12,006.00 "," $185,128.00 ",NO
" $12,007.00 "," $47,156.00 ",NO
" $12,008.00 "," $137,420.00 ",NO
" $12,011.00 "," $368,739.00 ",NO
" $12,016.00 "," $208,984.00 ",NO
" $12,016.00 "," $314,921.00 ",NO
" $12,017.00 "," $92,548.00 ",NO
" $12,020.00 "," $426,628.00 ",NO
" $12,022.00 "," $358,936.00 ",NO
" $12,028.00 "," $248,423.00 ",NO
" $12,029.00 "," $406,580.00 ",NO
" $12,030.00 "," $87,317.00 ",NO
" $12,035.00 "," $440,120.00 ",NO
" $12,036.00 "," $145,790.00 ",NO
" $12,037.00 "," $95,590.00 ",NO
" $12,039.00 "," $489,206.00 ",NO
" $12,040.00 "," $488,010.00 ",NO
" $12,045.00 "," $402,179.00 ",NO
" $12,051.00 "," $484,894.00 ",NO
" $12,051.00 "," $122,387.00 ",NO
" $12,053.00 "," $299,532.00 ",NO
" $12,055.00 "," $336,180.00 ",NO
" $12,057.00 "," $369,613.00 ",NO
" $12,058.00 "," $198,856.00 ",NO
" $12,060.00 "," $328,615.00 ",NO
" $12,064.00 "," $330,886.00 ",NO
" $12,065.00 "," $395,709.00 ",NO
" $12,065.00 "," $477,452.00 ",NO
" $12,068.00 "," $158,502.00 ",NO
" $12,069.00 "," $29,452.00 ",NO
" $12,070.00 "," $390,320.00 ",NO
" $12,077.00 "," $20,037.00 ",NO
" $12,078.00 "," $493,145.00 ",NO
" $12,081.00 "," $408,954.00 ",NO
" $12,081.00 "," $277,625.00 ",NO
" $12,091.00 "," $139,750.00 ",NO
" $12,098.00 "," $55,790.00 ",NO
" $12,106.00 "," $239,002.00 ",NO
" $12,107.00 "," $450,761.00 ",NO
" $12,110.00 "," $246,111.00 ",NO
" $12,116.00 "," $120,404.00 ",NO
" $12,116.00 "," $108,095.00 ",NO
" $12,117.00 "," $285,204.00 ",NO
" $12,117.00 "," $308,792.00 ",NO
" $12,118.00 "," $139,646.00 ",NO
" $12,123.00 "," $55,400.00 ",NO
" $12,123.00 "," $298,666.00 ",NO
" $12,130.00 "," $172,708.00 ",NO
" $12,140.00 "," $219,808.00 ",NO
" $12,141.00 "," $369,729.00 ",NO
" $12,145.00 "," $142,755.00 ",NO
" $12,147.00 "," $404,288.00 ",NO
" $12,147.00 "," $478,960.00 ",NO
" $12,153.00 "," $103,406.00 ",NO
" $12,156.00 "," $67,736.00 ",NO
" $12,159.00 "," $340,353.00 ",NO
" $12,163.00 "," $273,818.00 ",NO
" $12,164.00 "," $27,284.00 ",NO
" $12,165.00 "," $255,629.00 ",NO
" $12,165.00 "," $316,012.00 ",NO
" $12,169.00 "," $340,556.00 ",NO
" $12,170.00 "," $379,790.00 ",NO
" $12,175.00 "," $127,549.00 ",NO
" $12,177.00 "," $175,068.00 ",NO
" $12,182.00 "," $166,458.00 ",NO
" $12,182.00 "," $117,374.00 ",NO
" $12,190.00 "," $133,047.00 ",NO
" $12,191.00 "," $21,049.00 ",NO
" $12,193.00 "," $139,843.00 ",NO
" $12,196.00 "," $184,727.00 ",NO
" $12,196.00 "," $57,928.00 ",NO
" $12,200.00 "," $391,328.00 ",NO
" $12,201.00 "," $221,606.00 ",NO
" $12,206.00 "," $454,293.00 ",NO
" $12,210.00 "," $390,807.00 ",NO
" $12,214.00 "," $304,392.00 ",NO
" $12,216.00 "," $260,062.00 ",NO
" $12,217.00 "," $152,327.00 ",NO
" $12,222.00 "," $177,323.00 ",NO
" $12,225.00 "," $462,932.00 ",NO
" $12,227.00 "," $124,454.00 ",NO
" $12,228.00 "," $40,008.00 ",NO
" $12,230.00 "," $163,590.00 ",NO
" $12,232.00 "," $415,438.00 ",NO
" $12,238.00 "," $305,281.00 ",NO
" $12,240.00 "," $77,969.00 ",NO
" $12,254.00 "," $35,092.00 ",NO
" $12,255.00 "," $309,785.00 ",NO
" $12,256.00 "," $138,751.00 ",NO
" $12,257.00 "," $383,036.00 ",NO
" $12,260.00 "," $254,284.00 ",NO
" $12,262.00 "," $396,988.00 ",NO
" $12,264.00 "," $174,881.00 ",NO
" $12,265.00 "," $178,043.00 ",NO
" $12,267.00 "," $412,835.00 ",NO
" $12,271.00 "," $314,453.00 ",NO
" $12,272.00 "," $467,408.00 ",NO
" $12,277.00 "," $163,339.00 ",NO
" $12,277.00 "," $457,010.00 ",NO
" $12,279.00 "," $354,706.00 ",NO
" $12,282.00 "," $260,409.00 ",NO
" $12,297.00 "," $40,108.00 ",NO
" $12,298.00 "," $298,133.00 ",NO
" $12,304.00 "," $190,228.00 ",NO
" $12,306.00 "," $471,607.00 ",NO
" $12,309.00 "," $195,402.00 ",NO
" $12,312.00 "," $301,843.00 ",NO
" $12,319.00 "," $37,118.00 ",NO
" $12,320.00 "," $161,260.00 ",NO
" $12,322.00 "," $53,267.00 ",NO
" $12,323.00 "," $462,443.00 ",NO
" $12,327.00 "," $157,399.00 ",NO
" $12,327.00 "," $231,396.00 ",NO
" $12,328.00 "," $11,500.00 ",NO
" $12,328.00 "," $442,105.00 ",NO
" $12,334.00 "," $274,261.00 ",NO
" $12,334.00 "," $431,964.00 ",NO
" $12,335.00 "," $95,914.00 ",NO
" $12,337.00 "," $156,825.00 ",NO
" $12,340.00 "," $30,176.00 ",NO
" $12,344.00 "," $288,404.00 ",NO
" $12,354.00 "," $414,609.00 ",NO
" $12,354.00 "," $214,028.00 ",NO
" $12,355.00 "," $154,263.00 ",NO
" $12,358.00 "," $144,987.00 ",NO
" $12,359.00 "," $309,519.00 ",NO
" $12,359.00 "," $21,809.00 ",NO
" $12,361.00 "," $457,134.00 ",NO
" $12,361.00 "," $171,682.00 ",NO
" $12,363.00 "," $467,344.00 ",NO
" $12,366.00 "," $263,352.00 ",NO
" $12,367.00 "," $353,789.00 ",NO
" $12,368.00 "," $431,851.00 ",NO
" $12,377.00 "," $275,105.00 ",NO
" $12,379.00 "," $64,128.00 ",NO
" $12,379.00 "," $114,775.00 ",NO
" $12,379.00 "," $405,675.00 ",NO
" $12,383.00 "," $385,152.00 ",NO
" $12,386.00 "," $490,738.00 ",NO
" $12,387.00 "," $383,229.00 ",NO
" $12,392.00 "," $486,030.00 ",NO
" $12,392.00 "," $346,658.00 ",NO
" $12,401.00 "," $254,797.00 ",NO
" $12,403.00 "," $172,697.00 ",NO
" $12,404.00 "," $135,408.00 ",NO
" $12,404.00 "," $169,554.00 ",NO
" $12,405.00 "," $95,317.00 ",NO
" $12,405.00 "," $299,263.00 ",NO
" $12,406.00 "," $302,168.00 ",NO
" $12,409.00 "," $455,733.00 ",NO
" $12,412.00 "," $483,595.00 ",NO
" $12,412.00 "," $255,760.00 ",NO
" $12,414.00 "," $195,960.00 ",NO
" $12,419.00 "," $492,529.00 ",NO
" $12,422.00 "," $53,126.00 ",NO
" $12,428.00 "," $272,820.00 ",NO
" $12,435.00 "," $14,899.00 ",NO
" $12,437.00 "," $451,482.00 ",NO
" $12,438.00 "," $152,437.00 ",NO
" $12,438.00 "," $138,861.00 ",NO
" $12,438.00 "," $439,336.00 ",NO
" $12,439.00 "," $334,981.00 ",NO
" $12,442.00 "," $66,212.00 ",NO
" $12,449.00 "," $200,819.00 ",NO
" $12,456.00 "," $431,655.00 ",NO
" $12,461.00 "," $208,774.00 ",NO
" $12,463.00 "," $259,761.00 ",NO
" $12,465.00 "," $453,624.00 ",NO
" $12,466.00 "," $277,740.00 ",NO
" $12,466.00 "," $305,208.00 ",NO
" $12,470.00 "," $97,775.00 ",NO
" $12,472.00 "," $77,830.00 ",NO
" $12,473.00 "," $443,078.00 ",NO
" $12,474.00 "," $494,547.00 ",NO
" $12,474.00 "," $488,107.00 ",NO
" $12,474.00 "," $235,646.00 ",NO
" $12,477.00 "," $116,695.00 ",NO
" $12,482.00 "," $238,144.00 ",NO
" $12,483.00 "," $228,899.00 ",NO
" $12,484.00 "," $492,742.00 ",NO
" $12,485.00 "," $59,569.00 ",NO
" $12,486.00 "," $304,639.00 ",NO
" $12,488.00 "," $287,581.00 ",NO
" $12,494.00 "," $496,940.00 ",NO
" $12,497.00 "," $95,558.00 ",NO
" $12,498.00 "," $157,502.00 ",NO
" $12,499.00 "," $37,329.00 ",NO
" $12,500.00 "," $252,126.00 ",NO
" $12,501.00 "," $246,904.00 ",NO
" $12,502.00 "," $14,674.00 ",NO
" $12,507.00 "," $495,355.00 ",NO
" $12,508.00 "," $490,642.00 ",NO
" $12,508.00 "," $216,022.00 ",NO
" $12,510.00 "," $454,337.00 ",NO
" $12,511.00 "," $498,777.00 ",NO
" $12,512.00 "," $278,228.00 ",NO
" $12,517.00 "," $384,688.00 ",NO
" $12,519.00 "," $328,205.00 ",NO
" $12,522.00 "," $235,589.00 ",NO
" $12,526.00 "," $478,975.00 ",NO
" $12,528.00 "," $223,320.00 ",NO
" $12,530.00 "," $466,835.00 ",NO
" $12,530.00 "," $16,989.00 ",NO
" $12,533.00 "," $182,332.00 ",NO
" $12,533.00 "," $267,643.00 ",NO
" $12,539.00 "," $284,810.00 ",NO
" $12,540.00 "," $164,728.00 ",NO
" $12,541.00 "," $362,344.00 ",NO
" $12,542.00 "," $54,487.00 ",NO
" $12,544.00 "," $152,805.00 ",NO
" $12,548.00 "," $291,038.00 ",NO
" $12,549.00 "," $272,744.00 ",NO
" $12,552.00 "," $280,802.00 ",NO
" $12,555.00 "," $402,305.00 ",NO
" $12,575.00 "," $106,514.00 ",NO
" $12,580.00 "," $43,458.00 ",NO
" $12,580.00 "," $423,226.00 ",NO
" $12,581.00 "," $249,857.00 ",NO
" $12,585.00 "," $483,557.00 ",NO
" $12,586.00 "," $444,674.00 ",NO
" $12,589.00 "," $108,056.00 ",NO
" $12,590.00 "," $62,716.00 ",NO
" $12,592.00 "," $156,132.00 ",NO
" $12,596.00 "," $355,511.00 ",NO
" $12,597.00 "," $76,558.00 ",NO
" $12,598.00 "," $441,602.00 ",NO
" $12,599.00 "," $10,075.00 ",NO
" $12,600.00 "," $444,787.00 ",NO
" $12,601.00 "," $424,885.00 ",NO
" $12,603.00 "," $104,843.00 ",NO
" $12,603.00 "," $410,523.00 ",NO
" $12,618.00 "," $30,777.00 ",NO
" $12,619.00 "," $229,393.00 ",NO
" $12,619.00 "," $328,442.00 ",NO
" $12,621.00 "," $340,118.00 ",NO
" $12,628.00 "," $121,805.00 ",NO
" $12,632.00 "," $220,986.00 ",NO
" $12,635.00 "," $227,520.00 ",NO
" $12,635.00 "," $268,894.00 ",NO
" $12,637.00 "," $138,277.00 ",NO
" $12,657.00 "," $352,318.00 ",NO
" $12,657.00 "," $304,249.00 ",NO
" $12,658.00 "," $226,759.00 ",NO
" $12,662.00 "," $469,346.00 ",NO
" $12,662.00 "," $216,270.00 ",NO
" $12,663.00 "," $263,709.00 ",NO
" $12,669.00 "," $315,888.00 ",NO
" $12,670.00 "," $286,995.00 ",NO
" $12,678.00 "," $324,878.00 ",NO
" $12,679.00 "," $50,626.00 ",NO
" $12,680.00 "," $486,556.00 ",NO
" $12,680.00 "," $138,296.00 ",NO
" $12,681.00 "," $144,231.00 ",NO
" $12,686.00 "," $105,654.00 ",NO
" $12,686.00 "," $356,084.00 ",NO
" $12,691.00 "," $169,982.00 ",NO
" $12,694.00 "," $229,974.00 ",NO
" $12,702.00 "," $109,057.00 ",NO
" $12,702.00 "," $181,526.00 ",NO
" $12,706.00 "," $380,149.00 ",NO
" $12,709.00 "," $141,374.00 ",NO
" $12,709.00 "," $48,216.00 ",NO
" $12,711.00 "," $461,928.00 ",NO
" $12,718.00 "," $150,149.00 ",NO
" $12,721.00 "," $43,993.00 ",NO
" $12,722.00 "," $148,967.00 ",NO
" $12,726.00 "," $202,702.00 ",NO
" $12,727.00 "," $302,994.00 ",NO
" $12,729.00 "," $90,476.00 ",NO
" $12,730.00 "," $256,545.00 ",NO
" $12,730.00 "," $189,613.00 ",NO
" $12,734.00 "," $322,763.00 ",NO
" $12,741.00 "," $252,806.00 ",NO
" $12,742.00 "," $129,438.00 ",NO
" $12,744.00 "," $67,899.00 ",NO
" $12,745.00 "," $100,260.00 ",NO
" $12,750.00 "," $251,886.00 ",NO
" $12,751.00 "," $188,771.00 ",NO
" $12,752.00 "," $66,997.00 ",NO
" $12,764.00 "," $86,638.00 ",NO
" $12,768.00 "," $289,080.00 ",NO
" $12,769.00 "," $261,579.00 ",NO
" $12,774.00 "," $121,097.00 ",NO
" $12,782.00 "," $417,651.00 ",NO
" $12,787.00 "," $332,664.00 ",NO
" $12,789.00 "," $125,094.00 ",NO
" $12,791.00 "," $290,534.00 ",NO
" $12,791.00 "," $49,972.00 ",NO
" $12,796.00 "," $46,693.00 ",NO
" $12,804.00 "," $23,792.00 ",NO
" $12,806.00 "," $131,602.00 ",NO
" $12,807.00 "," $114,125.00 ",NO
" $12,808.00 "," $54,364.00 ",NO
" $12,810.00 "," $82,548.00 ",NO
" $12,810.00 "," $360,476.00 ",NO
" $12,812.00 "," $337,583.00 ",NO
" $12,813.00 "," $58,949.00 ",NO
" $12,814.00 "," $435,725.00 ",NO
" $12,815.00 "," $284,171.00 ",NO
" $12,816.00 "," $349,553.00 ",NO
" $12,816.00 "," $52,929.00 ",NO
" $12,820.00 "," $459,796.00 ",NO
" $12,822.00 "," $398,699.00 ",NO
" $12,828.00 "," $366,862.00 ",NO
" $12,832.00 "," $493,611.00 ",NO
" $12,834.00 "," $262,592.00 ",NO
" $12,838.00 "," $70,785.00 ",NO
" $12,842.00 "," $48,080.00 ",NO
" $12,842.00 "," $430,106.00 ",NO
" $12,843.00 "," $175,012.00 ",NO
" $12,844.00 "," $372,860.00 ",NO
" $12,850.00 "," $249,592.00 ",NO
" $12,852.00 "," $399,724.00 ",NO
" $12,853.00 "," $369,033.00 ",NO
" $12,854.00 "," $272,956.00 ",NO
" $12,860.00 "," $330,812.00 ",NO
" $12,863.00 "," $265,163.00 ",NO
" $12,865.00 "," $57,256.00 ",NO
" $12,868.00 "," $244,570.00 ",NO
" $12,870.00 "," $318,027.00 ",NO
" $12,871.00 "," $136,854.00 ",NO
" $12,878.00 "," $104,314.00 ",NO
" $12,881.00 "," $33,768.00 ",NO
" $12,888.00 "," $225,659.00 ",NO
" $12,892.00 "," $265,923.00 ",NO
" $12,892.00 "," $407,759.00 ",NO
" $12,892.00 "," $493,621.00 ",NO
" $12,896.00 "," $488,635.00 ",NO
" $12,900.00 "," $275,918.00 ",NO
" $12,904.00 "," $379,604.00 ",NO
" $12,904.00 "," $164,867.00 ",NO
" $12,904.00 "," $307,349.00 ",NO
" $12,907.00 "," $205,973.00 ",NO
" $12,907.00 "," $297,553.00 ",NO
" $12,913.00 "," $54,126.00 ",NO
" $12,915.00 "," $429,496.00 ",NO
" $12,916.00 "," $243,327.00 ",NO
" $12,924.00 "," $412,133.00 ",NO
" $12,924.00 "," $139,424.00 ",NO
" $12,924.00 "," $460,259.00 ",NO
" $12,931.00 "," $127,553.00 ",NO
" $12,932.00 "," $222,400.00 ",NO
" $12,939.00 "," $238,718.00 ",NO
" $12,944.00 "," $204,131.00 ",NO
" $12,946.00 "," $290,015.00 ",NO
" $12,952.00 "," $151,347.00 ",NO
" $12,954.00 "," $388,988.00 ",NO
" $12,958.00 "," $486,818.00 ",NO
" $12,960.00 "," $14,624.00 ",NO
" $12,961.00 "," $210,614.00 ",NO
" $12,963.00 "," $185,751.00 ",NO
" $12,966.00 "," $178,216.00 ",NO
" $12,966.00 "," $244,723.00 ",NO
" $12,967.00 "," $103,266.00 ",NO
" $12,967.00 "," $87,685.00 ",NO
" $12,968.00 "," $268,437.00 ",NO
" $12,969.00 "," $161,881.00 ",NO
" $12,978.00 "," $339,089.00 ",NO
" $12,979.00 "," $173,714.00 ",NO
" $12,986.00 "," $456,320.00 ",NO
" $12,990.00 "," $231,861.00 ",NO
" $12,991.00 "," $373,306.00 ",NO
" $12,993.00 "," $328,178.00 ",NO
" $12,994.00 "," $440,666.00 ",NO
" $12,996.00 "," $199,049.00 ",NO
" $12,999.00 "," $349,219.00 ",NO
" $13,000.00 "," $255,955.00 ",NO
" $13,008.00 "," $297,056.00 ",NO
" $13,010.00 "," $91,276.00 ",NO
" $13,013.00 "," $12,536.00 ",NO
" $13,014.00 "," $356,918.00 ",NO
" $13,019.00 "," $352,936.00 ",NO
" $13,023.00 "," $489,025.00 ",NO
" $13,023.00 "," $461,531.00 ",NO
" $13,026.00 "," $332,550.00 ",NO
" $13,028.00 "," $474,273.00 ",NO
" $13,029.00 "," $383,220.00 ",NO
" $13,033.00 "," $95,083.00 ",NO
" $13,035.00 "," $176,962.00 ",NO
" $13,042.00 "," $22,609.00 ",NO
" $13,043.00 "," $115,575.00 ",NO
" $13,044.00 "," $109,911.00 ",NO
" $13,044.00 "," $85,054.00 ",NO
" $13,048.00 "," $300,256.00 ",NO
" $13,052.00 "," $165,329.00 ",NO
" $13,056.00 "," $44,855.00 ",NO
" $13,057.00 "," $277,874.00 ",NO
" $13,058.00 "," $443,435.00 ",NO
" $13,060.00 "," $261,134.00 ",NO
" $13,060.00 "," $229,431.00 ",NO
" $13,060.00 "," $61,166.00 ",NO
" $13,062.00 "," $331,665.00 ",NO
" $13,066.00 "," $91,235.00 ",NO
" $13,066.00 "," $460,619.00 ",NO
" $13,074.00 "," $385,816.00 ",NO
" $13,074.00 "," $251,862.00 ",NO
" $13,074.00 "," $430,975.00 ",NO
" $13,076.00 "," $279,695.00 ",NO
" $13,076.00 "," $415,465.00 ",NO
" $13,079.00 "," $110,824.00 ",NO
" $13,079.00 "," $191,201.00 ",NO
" $13,080.00 "," $373,684.00 ",NO
" $13,082.00 "," $430,644.00 ",NO
" $13,086.00 "," $418,580.00 ",NO
" $13,093.00 "," $279,771.00 ",NO
" $13,094.00 "," $179,719.00 ",NO
" $13,097.00 "," $412,010.00 ",NO
" $13,103.00 "," $330,690.00 ",NO
" $13,104.00 "," $19,557.00 ",NO
" $13,106.00 "," $210,460.00 ",NO
" $13,108.00 "," $97,664.00 ",NO
" $13,109.00 "," $124,705.00 ",NO
" $13,112.00 "," $304,621.00 ",NO
" $13,113.00 "," $325,117.00 ",NO
" $13,117.00 "," $257,686.00 ",NO
" $13,120.00 "," $497,585.00 ",NO
" $13,122.00 "," $191,445.00 ",NO
" $13,125.00 "," $495,538.00 ",NO
" $13,129.00 "," $239,392.00 ",NO
" $13,131.00 "," $227,749.00 ",NO
" $13,137.00 "," $348,691.00 ",NO
" $13,139.00 "," $420,038.00 ",NO
" $13,143.00 "," $25,165.00 ",NO
" $13,144.00 "," $145,680.00 ",NO
" $13,147.00 "," $381,751.00 ",NO
" $13,148.00 "," $31,365.00 ",NO
" $13,149.00 "," $484,130.00 ",NO
" $13,150.00 "," $280,989.00 ",NO
" $13,162.00 "," $439,228.00 ",NO
" $13,163.00 "," $52,227.00 ",NO
" $13,164.00 "," $488,869.00 ",NO
" $13,167.00 "," $434,097.00 ",NO
" $13,170.00 "," $389,577.00 ",NO
" $13,170.00 "," $44,044.00 ",NO
" $13,171.00 "," $170,832.00 ",NO
" $13,177.00 "," $496,253.00 ",NO
" $13,177.00 "," $198,108.00 ",NO
" $13,178.00 "," $142,621.00 ",NO
" $13,189.00 "," $493,529.00 ",NO
" $13,190.00 "," $308,719.00 ",NO
" $13,194.00 "," $36,638.00 ",NO
" $13,195.00 "," $447,211.00 ",NO
" $13,196.00 "," $76,522.00 ",NO
" $13,200.00 "," $284,583.00 ",NO
" $13,204.00 "," $95,584.00 ",NO
" $13,205.00 "," $13,876.00 ",NO
" $13,208.00 "," $496,305.00 ",NO
" $13,213.00 "," $471,582.00 ",NO
" $13,215.00 "," $30,667.00 ",NO
" $13,218.00 "," $87,056.00 ",NO
" $13,219.00 "," $132,085.00 ",NO
" $13,219.00 "," $334,617.00 ",NO
" $13,220.00 "," $498,337.00 ",NO
" $13,226.00 "," $179,126.00 ",NO
" $13,227.00 "," $249,319.00 ",NO
" $13,233.00 "," $466,861.00 ",NO
" $13,234.00 "," $209,319.00 ",NO
" $13,237.00 "," $308,663.00 ",NO
" $13,237.00 "," $51,492.00 ",NO
" $13,237.00 "," $363,366.00 ",NO
" $13,243.00 "," $188,986.00 ",NO
" $13,245.00 "," $361,111.00 ",NO
" $13,245.00 "," $30,069.00 ",NO
" $13,246.00 "," $166,921.00 ",NO
" $13,251.00 "," $87,578.00 ",NO
" $13,277.00 "," $316,244.00 ",NO
" $13,277.00 "," $323,710.00 ",NO
" $13,279.00 "," $164,607.00 ",NO
" $13,280.00 "," $246,490.00 ",NO
" $13,282.00 "," $497,336.00 ",NO
" $13,290.00 "," $34,563.00 ",NO
" $13,296.00 "," $401,369.00 ",NO
" $13,302.00 "," $486,235.00 ",NO
" $13,304.00 "," $189,753.00 ",NO
" $13,305.00 "," $322,188.00 ",NO
" $13,306.00 "," $156,316.00 ",NO
" $13,309.00 "," $145,331.00 ",NO
" $13,314.00 "," $12,880.00 ",NO
" $13,315.00 "," $383,064.00 ",NO
" $13,316.00 "," $34,054.00 ",NO
" $13,320.00 "," $436,253.00 ",NO
" $13,320.00 "," $470,817.00 ",NO
" $13,327.00 "," $161,089.00 ",NO
" $13,328.00 "," $343,831.00 ",NO
" $13,328.00 "," $254,861.00 ",NO
" $13,337.00 "," $15,069.00 ",NO
" $13,337.00 "," $371,261.00 ",NO
" $13,337.00 "," $355,312.00 ",NO
" $13,341.00 "," $222,278.00 ",NO
" $13,344.00 "," $473,337.00 ",NO
" $13,344.00 "," $464,272.00 ",NO
" $13,346.00 "," $409,001.00 ",NO
" $13,347.00 "," $382,544.00 ",NO
" $13,348.00 "," $270,718.00 ",NO
" $13,355.00 "," $460,032.00 ",NO
" $13,358.00 "," $416,896.00 ",NO
" $13,367.00 "," $395,609.00 ",NO
" $13,368.00 "," $179,635.00 ",NO
" $13,370.00 "," $272,040.00 ",NO
" $13,373.00 "," $92,472.00 ",NO
" $13,375.00 "," $166,759.00 ",NO
" $13,378.00 "," $367,051.00 ",NO
" $13,379.00 "," $473,412.00 ",NO
" $13,389.00 "," $220,824.00 ",NO
" $13,392.00 "," $323,825.00 ",NO
" $13,395.00 "," $319,886.00 ",NO
" $13,397.00 "," $132,337.00 ",NO
" $13,398.00 "," $257,737.00 ",NO
" $13,400.00 "," $117,637.00 ",NO
" $13,403.00 "," $260,748.00 ",NO
" $13,403.00 "," $291,167.00 ",NO
" $13,407.00 "," $92,012.00 ",NO
" $13,407.00 "," $197,012.00 ",NO
" $13,414.00 "," $434,594.00 ",NO
" $13,425.00 "," $185,890.00 ",NO
" $13,425.00 "," $412,227.00 ",NO
" $13,429.00 "," $333,137.00 ",NO
" $13,430.00 "," $53,548.00 ",NO
" $13,432.00 "," $134,523.00 ",NO
" $13,434.00 "," $426,349.00 ",NO
" $13,436.00 "," $249,587.00 ",NO
" $13,436.00 "," $314,340.00 ",NO
" $13,443.00 "," $19,496.00 ",NO
" $13,444.00 "," $357,887.00 ",NO
" $13,448.00 "," $403,133.00 ",NO
" $13,450.00 "," $64,146.00 ",NO
" $13,452.00 "," $69,392.00 ",NO
" $13,458.00 "," $479,336.00 ",NO
" $13,467.00 "," $175,991.00 ",NO
" $13,472.00 "," $25,690.00 ",NO
" $13,476.00 "," $395,181.00 ",NO
" $13,476.00 "," $168,769.00 ",NO
" $13,477.00 "," $444,407.00 ",NO
" $13,479.00 "," $266,434.00 ",NO
" $13,480.00 "," $112,299.00 ",NO
" $13,480.00 "," $414,681.00 ",NO
" $13,482.00 "," $211,936.00 ",NO
" $13,484.00 "," $170,132.00 ",NO
" $13,485.00 "," $414,285.00 ",NO
" $13,487.00 "," $415,387.00 ",NO
" $13,493.00 "," $15,302.00 ",NO
" $13,493.00 "," $65,145.00 ",NO
" $13,495.00 "," $116,885.00 ",NO
" $13,496.00 "," $198,619.00 ",NO
" $13,496.00 "," $414,177.00 ",NO
" $13,497.00 "," $347,695.00 ",NO
" $13,499.00 "," $205,108.00 ",NO
" $13,501.00 "," $415,563.00 ",NO
" $13,506.00 "," $293,054.00 ",NO
" $13,506.00 "," $426,002.00 ",NO
" $13,510.00 "," $203,310.00 ",NO
" $13,518.00 "," $231,222.00 ",NO
" $13,518.00 "," $280,949.00 ",NO
" $13,519.00 "," $150,360.00 ",NO
" $13,521.00 "," $225,110.00 ",NO
" $13,521.00 "," $380,101.00 ",NO
